Date,Temperature_C,Temperature_F
4/24/2019 20:10,19.17,66.506
4/24/2019 20:15,19,66.2
4/24/2019 20:20,18.83,65.894
4/24/2019 20:25,18.79,65.822
4/24/2019 20:30,18.66,65.588
4/24/2019 20:35,18.57,65.426
4/24/2019 20:40,18.53,65.354
4/24/2019 20:45,18.36,65.048
4/24/2019 20:50,18.27,64.886
4/24/2019 20:55,18.23,64.814
4/24/2019 21:00,18.23,64.814
4/24/2019 21:05,18.06,64.508
4/24/2019 21:10,18.06,64.508
4/24/2019 21:15,17.93,64.274
4/24/2019 21:20,17.84,64.112
4/24/2019 21:25,17.8,64.04
4/24/2019 21:30,17.72,63.896
4/24/2019 21:35,17.67,63.806
4/24/2019 21:40,17.63,63.734
4/24/2019 21:45,17.67,63.806
4/24/2019 21:50,17.54,63.572
4/24/2019 21:55,17.46,63.428
4/24/2019 22:00,17.41,63.338
4/24/2019 22:05,17.41,63.338
4/24/2019 22:10,17.33,63.194
4/24/2019 22:15,17.29,63.122
4/24/2019 22:20,17.24,63.032
4/24/2019 22:25,17.2,62.96
4/24/2019 22:30,17.11,62.798
4/24/2019 22:35,17.03,62.654
4/24/2019 22:40,16.94,62.492
4/24/2019 22:45,16.86,62.348
4/24/2019 22:50,16.81,62.258
4/24/2019 22:55,16.73,62.114
4/24/2019 23:00,16.64,61.952
4/24/2019 23:05,16.64,61.952
4/24/2019 23:10,16.56,61.808
4/24/2019 23:15,16.47,61.646
4/24/2019 23:20,16.43,61.574
4/24/2019 23:25,16.47,61.646
4/24/2019 23:30,16.39,61.502
4/24/2019 23:35,16.34,61.412
4/24/2019 23:40,16.26,61.268
4/24/2019 23:45,16.26,61.268
4/24/2019 23:50,16.21,61.178
4/24/2019 23:55,16.17,61.106
4/25/2019 0:00,16.17,61.106
4/25/2019 0:05,16.08,60.944
4/25/2019 0:10,16.04,60.872
4/25/2019 0:15,16.08,60.944
4/25/2019 0:20,16,60.8
4/25/2019 0:25,15.91,60.638
4/25/2019 0:30,15.91,60.638
4/25/2019 0:35,15.83,60.494
4/25/2019 0:40,15.78,60.404
4/25/2019 0:45,15.74,60.332
4/25/2019 0:50,15.7,60.26
4/25/2019 0:55,15.61,60.098
4/25/2019 1:00,15.57,60.026
4/25/2019 1:05,15.57,60.026
4/25/2019 1:10,15.48,59.864
4/25/2019 1:15,15.44,59.792
4/25/2019 1:20,15.44,59.792
4/25/2019 1:25,15.36,59.648
4/25/2019 1:30,15.36,59.648
4/25/2019 1:35,15.31,59.558
4/25/2019 1:40,15.23,59.414
4/25/2019 1:45,15.23,59.414
4/25/2019 1:50,15.18,59.324
4/25/2019 1:55,15.18,59.324
4/25/2019 2:00,15.06,59.108
4/25/2019 2:05,15.06,59.108
4/25/2019 2:10,15.01,59.018
4/25/2019 2:15,14.97,58.946
4/25/2019 2:20,14.97,58.946
4/25/2019 2:25,14.93,58.874
4/25/2019 2:30,14.88,58.784
4/25/2019 2:35,14.88,58.784
4/25/2019 2:40,14.84,58.712
4/25/2019 2:45,14.75,58.55
4/25/2019 2:50,14.71,58.478
4/25/2019 2:55,14.71,58.478
4/25/2019 3:00,14.63,58.334
4/25/2019 3:05,14.63,58.334
4/25/2019 3:10,14.58,58.244
4/25/2019 3:15,14.54,58.172
4/25/2019 3:20,14.5,58.1
4/25/2019 3:25,14.45,58.01
4/25/2019 3:30,14.41,57.938
4/25/2019 3:35,14.41,57.938
4/25/2019 3:40,14.41,57.938
4/25/2019 3:45,14.33,57.794
4/25/2019 3:50,14.33,57.794
4/25/2019 3:55,14.28,57.704
4/25/2019 4:00,14.28,57.704
4/25/2019 4:05,14.24,57.632
4/25/2019 4:10,14.2,57.56
4/25/2019 4:15,14.2,57.56
4/25/2019 4:20,14.15,57.47
4/25/2019 4:25,14.11,57.398
4/25/2019 4:30,14.11,57.398
4/25/2019 4:35,14.07,57.326
4/25/2019 4:40,14.07,57.326
4/25/2019 4:45,14.03,57.254
4/25/2019 4:50,14.03,57.254
4/25/2019 4:55,14.03,57.254
4/25/2019 5:00,13.98,57.164
4/25/2019 5:05,13.98,57.164
4/25/2019 5:10,13.9,57.02
4/25/2019 5:15,13.9,57.02
4/25/2019 5:20,13.9,57.02
4/25/2019 5:25,13.9,57.02
4/25/2019 5:30,13.9,57.02
4/25/2019 5:35,13.9,57.02
4/25/2019 5:40,13.85,56.93
4/25/2019 5:45,13.85,56.93
4/25/2019 5:50,13.85,56.93
4/25/2019 5:55,13.85,56.93
4/25/2019 6:00,13.81,56.858
4/25/2019 6:05,13.81,56.858
4/25/2019 6:10,13.81,56.858
4/25/2019 6:15,13.77,56.786
4/25/2019 6:20,13.77,56.786
4/25/2019 6:25,13.73,56.714
4/25/2019 6:30,13.77,56.786
4/25/2019 6:35,13.77,56.786
4/25/2019 6:40,13.73,56.714
4/25/2019 6:45,13.73,56.714
4/25/2019 6:50,13.73,56.714
4/25/2019 6:55,13.73,56.714
4/25/2019 7:00,13.64,56.552
4/25/2019 7:05,13.64,56.552
4/25/2019 7:10,13.64,56.552
4/25/2019 7:15,13.64,56.552
4/25/2019 7:20,13.6,56.48
4/25/2019 7:25,13.64,56.552
4/25/2019 7:30,13.6,56.48
4/25/2019 7:35,13.64,56.552
4/25/2019 7:40,13.64,56.552
4/25/2019 7:45,13.6,56.48
4/25/2019 7:50,13.6,56.48
4/25/2019 7:55,13.6,56.48
4/25/2019 8:00,13.55,56.39
4/25/2019 8:05,13.55,56.39
4/25/2019 8:10,13.55,56.39
4/25/2019 8:15,13.51,56.318
4/25/2019 8:20,13.47,56.246
4/25/2019 8:25,13.47,56.246
4/25/2019 8:30,13.43,56.174
4/25/2019 8:35,13.47,56.246
4/25/2019 8:40,13.47,56.246
4/25/2019 8:45,13.43,56.174
4/25/2019 8:50,13.43,56.174
4/25/2019 8:55,13.43,56.174
4/25/2019 9:00,13.38,56.084
4/25/2019 9:05,13.38,56.084
4/25/2019 9:10,13.43,56.174
4/25/2019 9:15,13.38,56.084
4/25/2019 9:20,13.38,56.084
4/25/2019 9:25,13.38,56.084
4/25/2019 9:30,13.38,56.084
4/25/2019 9:35,13.34,56.012
4/25/2019 9:40,13.34,56.012
4/25/2019 9:45,13.3,55.94
4/25/2019 9:50,13.25,55.85
4/25/2019 9:55,13.25,55.85
4/25/2019 10:00,13.21,55.778
4/25/2019 10:05,13.21,55.778
4/25/2019 10:10,13.21,55.778
4/25/2019 10:15,13.21,55.778
4/25/2019 10:20,13.21,55.778
4/25/2019 10:25,13.17,55.706
4/25/2019 10:30,13.17,55.706
4/25/2019 10:35,13.17,55.706
4/25/2019 10:40,13.17,55.706
4/25/2019 10:45,13.21,55.778
4/25/2019 10:50,13.21,55.778
4/25/2019 10:55,13.25,55.85
4/25/2019 11:00,13.25,55.85
4/25/2019 11:05,13.25,55.85
4/25/2019 11:10,13.21,55.778
4/25/2019 11:15,13.3,55.94
4/25/2019 11:20,13.25,55.85
4/25/2019 11:25,13.3,55.94
4/25/2019 11:30,13.3,55.94
4/25/2019 11:35,13.38,56.084
4/25/2019 11:40,13.34,56.012
4/25/2019 11:45,13.38,56.084
4/25/2019 11:50,13.38,56.084
4/25/2019 11:55,13.38,56.084
4/25/2019 12:00,13.38,56.084
4/25/2019 12:05,13.38,56.084
4/25/2019 12:10,13.38,56.084
4/25/2019 12:15,13.43,56.174
4/25/2019 12:20,13.38,56.084
4/25/2019 12:25,13.38,56.084
4/25/2019 12:30,13.47,56.246
4/25/2019 12:35,13.47,56.246
4/25/2019 12:40,13.43,56.174
4/25/2019 12:45,13.43,56.174
4/25/2019 12:50,13.47,56.246
4/25/2019 12:55,13.51,56.318
4/25/2019 13:00,13.51,56.318
4/25/2019 13:05,13.55,56.39
4/25/2019 13:10,13.64,56.552
4/25/2019 13:15,13.64,56.552
4/25/2019 13:20,13.68,56.624
4/25/2019 13:25,13.73,56.714
4/25/2019 13:30,13.81,56.858
4/25/2019 13:35,13.77,56.786
4/25/2019 13:40,13.85,56.93
4/25/2019 13:45,13.98,57.164
4/25/2019 13:50,14.03,57.254
4/25/2019 13:55,14.15,57.47
4/25/2019 14:00,14.24,57.632
4/25/2019 14:05,14.37,57.866
4/25/2019 14:10,14.54,58.172
4/25/2019 14:15,14.67,58.406
4/25/2019 14:20,14.75,58.55
4/25/2019 14:25,14.8,58.64
4/25/2019 14:30,14.84,58.712
4/25/2019 14:35,14.93,58.874
4/25/2019 14:40,14.97,58.946
4/25/2019 14:45,15.06,59.108
4/25/2019 14:50,15.14,59.252
4/25/2019 14:55,15.18,59.324
4/25/2019 15:00,15.31,59.558
4/25/2019 15:05,15.48,59.864
4/25/2019 15:10,15.61,60.098
4/25/2019 15:15,15.7,60.26
4/25/2019 15:20,15.78,60.404
4/25/2019 15:25,15.87,60.566
4/25/2019 15:30,16.04,60.872
4/25/2019 15:35,16.08,60.944
4/25/2019 15:40,16.04,60.872
4/25/2019 15:45,16.13,61.034
4/25/2019 15:50,16.26,61.268
4/25/2019 15:55,16.26,61.268
4/25/2019 16:00,16.3,61.34
4/25/2019 16:05,16.39,61.502
4/25/2019 16:10,16.39,61.502
4/25/2019 16:15,16.43,61.574
4/25/2019 16:20,16.47,61.646
4/25/2019 16:25,16.47,61.646
4/25/2019 16:30,16.43,61.574
4/25/2019 16:35,16.56,61.808
4/25/2019 16:40,16.56,61.808
4/25/2019 16:45,16.6,61.88
4/25/2019 16:50,16.73,62.114
4/25/2019 16:55,16.81,62.258
4/25/2019 17:00,16.9,62.42
4/25/2019 17:05,16.94,62.492
4/25/2019 17:10,16.9,62.42
4/25/2019 17:15,16.86,62.348
4/25/2019 17:20,16.81,62.258
4/25/2019 17:25,16.73,62.114
4/25/2019 17:30,16.64,61.952
4/25/2019 17:35,16.51,61.718
4/25/2019 17:40,16.43,61.574
4/25/2019 17:45,16.39,61.502
4/25/2019 17:50,16.34,61.412
4/25/2019 17:55,16.51,61.718
4/25/2019 18:00,16.51,61.718
4/25/2019 18:05,16.56,61.808
4/25/2019 18:10,16.51,61.718
4/25/2019 18:15,16.51,61.718
4/25/2019 18:20,16.43,61.574
4/25/2019 18:25,16.39,61.502
4/25/2019 18:30,16.34,61.412
4/25/2019 18:35,16.39,61.502
4/25/2019 18:40,16.39,61.502
4/25/2019 18:45,16.34,61.412
4/25/2019 18:50,16.39,61.502
4/25/2019 18:55,16.43,61.574
4/25/2019 19:00,16.47,61.646
4/25/2019 19:05,16.51,61.718
4/25/2019 19:10,16.51,61.718
4/25/2019 19:15,16.51,61.718
4/25/2019 19:20,16.51,61.718
4/25/2019 19:25,16.64,61.952
4/25/2019 19:30,16.64,61.952
4/25/2019 19:35,16.56,61.808
4/25/2019 19:40,16.6,61.88
4/25/2019 19:45,16.51,61.718
4/25/2019 19:50,16.51,61.718
4/25/2019 19:55,16.43,61.574
4/25/2019 20:00,16.39,61.502
4/25/2019 20:05,16.39,61.502
4/25/2019 20:10,16.39,61.502
4/25/2019 20:15,16.3,61.34
4/25/2019 20:20,16.34,61.412
4/25/2019 20:25,16.3,61.34
4/25/2019 20:30,16.3,61.34
4/25/2019 20:35,16.26,61.268
4/25/2019 20:40,16.3,61.34
4/25/2019 20:45,16.3,61.34
4/25/2019 20:50,16.21,61.178
4/25/2019 20:55,16.13,61.034
4/25/2019 21:00,16.17,61.106
4/25/2019 21:05,16.08,60.944
4/25/2019 21:10,16.08,60.944
4/25/2019 21:15,16.04,60.872
4/25/2019 21:20,16,60.8
4/25/2019 21:25,16.04,60.872
4/25/2019 21:30,16,60.8
4/25/2019 21:35,16,60.8
4/25/2019 21:40,15.96,60.728
4/25/2019 21:45,15.96,60.728
4/25/2019 21:50,15.96,60.728
4/25/2019 21:55,15.91,60.638
4/25/2019 22:00,15.96,60.728
4/25/2019 22:05,15.87,60.566
4/25/2019 22:10,15.87,60.566
4/25/2019 22:15,15.87,60.566
4/25/2019 22:20,15.78,60.404
4/25/2019 22:25,15.78,60.404
4/25/2019 22:30,15.78,60.404
4/25/2019 22:35,15.7,60.26
4/25/2019 22:40,15.7,60.26
4/25/2019 22:45,15.66,60.188
4/25/2019 22:50,15.66,60.188
4/25/2019 22:55,15.57,60.026
4/25/2019 23:00,15.57,60.026
4/25/2019 23:05,15.53,59.954
4/25/2019 23:10,15.48,59.864
4/25/2019 23:15,15.44,59.792
4/25/2019 23:20,15.4,59.72
4/25/2019 23:25,15.4,59.72
4/25/2019 23:30,15.4,59.72
4/25/2019 23:35,15.36,59.648
4/25/2019 23:40,15.27,59.486
4/25/2019 23:45,15.27,59.486
4/25/2019 23:50,15.23,59.414
4/25/2019 23:55,15.14,59.252
4/26/2019 0:00,15.14,59.252
4/26/2019 0:05,15.06,59.108
4/26/2019 0:10,15.01,59.018
4/26/2019 0:15,15.01,59.018
4/26/2019 0:20,15.01,59.018
4/26/2019 0:25,14.97,58.946
4/26/2019 0:30,14.93,58.874
4/26/2019 0:35,14.93,58.874
4/26/2019 0:40,14.88,58.784
4/26/2019 0:45,14.88,58.784
4/26/2019 0:50,14.84,58.712
4/26/2019 0:55,14.88,58.784
4/26/2019 1:00,14.88,58.784
4/26/2019 1:05,14.8,58.64
4/26/2019 1:10,14.84,58.712
4/26/2019 1:15,14.8,58.64
4/26/2019 1:20,14.8,58.64
4/26/2019 1:25,14.75,58.55
4/26/2019 1:30,14.71,58.478
4/26/2019 1:35,14.71,58.478
4/26/2019 1:40,14.67,58.406
4/26/2019 1:45,14.67,58.406
4/26/2019 1:50,14.67,58.406
4/26/2019 1:55,14.67,58.406
4/26/2019 2:00,14.63,58.334
4/26/2019 2:05,14.58,58.244
4/26/2019 2:10,14.63,58.334
4/26/2019 2:15,14.54,58.172
4/26/2019 2:20,14.54,58.172
4/26/2019 2:25,14.54,58.172
4/26/2019 2:30,14.45,58.01
4/26/2019 2:35,14.45,58.01
4/26/2019 2:40,14.45,58.01
4/26/2019 2:45,14.41,57.938
4/26/2019 2:50,14.41,57.938
4/26/2019 2:55,14.41,57.938
4/26/2019 3:00,14.37,57.866
4/26/2019 3:05,14.37,57.866
4/26/2019 3:10,14.33,57.794
4/26/2019 3:15,14.33,57.794
4/26/2019 3:20,14.33,57.794
4/26/2019 3:25,14.33,57.794
4/26/2019 3:30,14.33,57.794
4/26/2019 3:35,14.28,57.704
4/26/2019 3:40,14.28,57.704
4/26/2019 3:45,14.24,57.632
4/26/2019 3:50,14.24,57.632
4/26/2019 3:55,14.2,57.56
4/26/2019 4:00,14.24,57.632
4/26/2019 4:05,14.15,57.47
4/26/2019 4:10,14.2,57.56
4/26/2019 4:15,14.2,57.56
4/26/2019 4:20,14.2,57.56
4/26/2019 4:25,14.15,57.47
4/26/2019 4:30,14.15,57.47
4/26/2019 4:35,14.11,57.398
4/26/2019 4:40,14.11,57.398
4/26/2019 4:45,14.11,57.398
4/26/2019 4:50,14.11,57.398
4/26/2019 4:55,14.11,57.398
4/26/2019 5:00,14.11,57.398
4/26/2019 5:05,14.11,57.398
4/26/2019 5:10,14.11,57.398
4/26/2019 5:15,14.07,57.326
4/26/2019 5:20,14.03,57.254
4/26/2019 5:25,13.98,57.164
4/26/2019 5:30,14.03,57.254
4/26/2019 5:35,14.03,57.254
4/26/2019 5:40,14.07,57.326
4/26/2019 5:45,14.07,57.326
4/26/2019 5:50,13.98,57.164
4/26/2019 5:55,13.98,57.164
4/26/2019 6:00,13.94,57.092
4/26/2019 6:05,13.98,57.164
4/26/2019 6:10,13.94,57.092
4/26/2019 6:15,13.94,57.092
4/26/2019 6:20,13.94,57.092
4/26/2019 6:25,13.94,57.092
4/26/2019 6:30,13.9,57.02
4/26/2019 6:35,13.94,57.092
4/26/2019 6:40,13.9,57.02
4/26/2019 6:45,13.85,56.93
4/26/2019 6:50,13.9,57.02
4/26/2019 6:55,13.85,56.93
4/26/2019 7:00,13.85,56.93
4/26/2019 7:05,13.85,56.93
4/26/2019 7:10,13.81,56.858
4/26/2019 7:15,13.77,56.786
4/26/2019 7:20,13.77,56.786
4/26/2019 7:25,13.73,56.714
4/26/2019 7:30,13.68,56.624
4/26/2019 7:35,13.64,56.552
4/26/2019 7:40,13.81,56.858
4/26/2019 7:45,14.11,57.398
4/26/2019 7:50,14.07,57.326
4/26/2019 7:55,13.98,57.164
4/26/2019 8:00,13.9,57.02
4/26/2019 8:05,13.9,57.02
4/26/2019 8:10,13.9,57.02
4/26/2019 8:15,13.85,56.93
4/26/2019 8:20,13.9,57.02
4/26/2019 8:25,13.81,56.858
4/26/2019 8:30,13.85,56.93
4/26/2019 8:35,13.81,56.858
4/26/2019 8:40,13.85,56.93
4/26/2019 8:45,13.81,56.858
4/26/2019 8:50,13.85,56.93
4/26/2019 8:55,13.9,57.02
4/26/2019 9:00,13.9,57.02
4/26/2019 9:05,13.9,57.02
4/26/2019 9:10,13.9,57.02
4/26/2019 9:15,13.9,57.02
4/26/2019 9:20,13.98,57.164
4/26/2019 9:25,13.9,57.02
4/26/2019 9:30,13.9,57.02
4/26/2019 9:35,13.94,57.092
4/26/2019 9:40,13.9,57.02
4/26/2019 9:45,13.94,57.092
4/26/2019 9:50,13.94,57.092
4/26/2019 9:55,13.98,57.164
4/26/2019 10:00,13.94,57.092
4/26/2019 10:05,13.98,57.164
4/26/2019 10:10,13.94,57.092
4/26/2019 10:15,13.94,57.092
4/26/2019 10:20,13.98,57.164
4/26/2019 10:25,13.98,57.164
4/26/2019 10:30,13.98,57.164
4/26/2019 10:35,13.98,57.164
4/26/2019 10:40,13.98,57.164
4/26/2019 10:45,14.03,57.254
4/26/2019 10:50,13.98,57.164
4/26/2019 10:55,13.98,57.164
4/26/2019 11:00,13.94,57.092
4/26/2019 11:05,13.98,57.164
4/26/2019 11:10,14.03,57.254
4/26/2019 11:15,14.03,57.254
4/26/2019 11:20,14.03,57.254
4/26/2019 11:25,14.07,57.326
4/26/2019 11:30,14.03,57.254
4/26/2019 11:35,14.11,57.398
4/26/2019 11:40,14.11,57.398
4/26/2019 11:45,14.07,57.326
4/26/2019 11:50,14.11,57.398
4/26/2019 11:55,14.11,57.398
4/26/2019 12:00,14.15,57.47
4/26/2019 12:05,14.15,57.47
4/26/2019 12:10,14.15,57.47
4/26/2019 12:15,14.2,57.56
4/26/2019 12:20,14.15,57.47
4/26/2019 12:25,14.2,57.56
4/26/2019 12:30,14.24,57.632
4/26/2019 12:35,14.2,57.56
4/26/2019 12:40,14.2,57.56
4/26/2019 12:45,14.28,57.704
4/26/2019 12:50,14.24,57.632
4/26/2019 12:55,14.24,57.632
4/26/2019 13:00,14.28,57.704
4/26/2019 13:05,14.24,57.632
4/26/2019 13:10,14.24,57.632
4/26/2019 13:15,14.28,57.704
4/26/2019 13:20,14.24,57.632
4/26/2019 13:25,14.24,57.632
4/26/2019 13:30,14.28,57.704
4/26/2019 13:35,14.28,57.704
4/26/2019 13:40,14.28,57.704
4/26/2019 13:45,14.33,57.794
4/26/2019 13:50,14.33,57.794
4/26/2019 13:55,14.37,57.866
4/26/2019 14:00,14.37,57.866
4/26/2019 14:05,14.33,57.794
4/26/2019 14:10,14.37,57.866
4/26/2019 14:15,14.37,57.866
4/26/2019 14:20,14.37,57.866
4/26/2019 14:25,14.37,57.866
4/26/2019 14:30,14.41,57.938
4/26/2019 14:35,14.37,57.866
4/26/2019 14:40,14.41,57.938
4/26/2019 14:45,14.37,57.866
4/26/2019 14:50,14.37,57.866
4/26/2019 14:55,14.63,58.334
4/26/2019 15:00,15.14,59.252
4/26/2019 15:05,14.88,58.784
4/26/2019 15:10,14.71,58.478
4/26/2019 15:15,14.71,58.478
4/26/2019 15:20,14.75,58.55
4/26/2019 15:25,14.8,58.64
4/26/2019 15:30,14.88,58.784
4/26/2019 15:35,14.88,58.784
4/26/2019 15:40,14.84,58.712
4/26/2019 15:45,14.84,58.712
4/26/2019 15:50,14.8,58.64
4/26/2019 15:55,14.75,58.55
4/26/2019 16:00,14.75,58.55
4/26/2019 16:05,14.71,58.478
4/26/2019 16:10,14.71,58.478
4/26/2019 16:15,14.88,58.784
4/26/2019 16:20,15.14,59.252
4/26/2019 16:25,15.23,59.414
4/26/2019 16:30,15.18,59.324
4/26/2019 16:35,15.14,59.252
4/26/2019 16:40,15.14,59.252
4/26/2019 16:45,15.18,59.324
4/26/2019 16:50,15.18,59.324
4/26/2019 16:55,15.23,59.414
4/26/2019 17:00,15.23,59.414
4/26/2019 17:05,15.27,59.486
4/26/2019 17:10,15.27,59.486
4/26/2019 17:15,15.31,59.558
4/26/2019 17:20,15.31,59.558
4/26/2019 17:25,15.31,59.558
4/26/2019 17:30,15.36,59.648
4/26/2019 17:35,15.36,59.648
4/26/2019 17:40,15.36,59.648
4/26/2019 17:45,15.4,59.72
4/26/2019 17:50,15.48,59.864
4/26/2019 17:55,15.44,59.792
4/26/2019 18:00,15.48,59.864
4/26/2019 18:05,15.48,59.864
4/26/2019 18:10,15.57,60.026
4/26/2019 18:15,15.57,60.026
4/26/2019 18:20,15.66,60.188
4/26/2019 18:25,15.61,60.098
4/26/2019 18:30,15.66,60.188
4/26/2019 18:35,15.66,60.188
4/26/2019 18:40,15.66,60.188
4/26/2019 18:45,15.7,60.26
4/26/2019 18:50,15.7,60.26
4/26/2019 18:55,15.74,60.332
4/26/2019 19:00,15.83,60.494
4/26/2019 19:05,15.87,60.566
4/26/2019 19:10,15.96,60.728
4/26/2019 19:15,16.13,61.034
4/26/2019 19:20,16.21,61.178
4/26/2019 19:25,16.3,61.34
4/26/2019 19:30,16.39,61.502
4/26/2019 19:35,16.51,61.718
4/26/2019 19:40,16.56,61.808
4/26/2019 19:45,16.6,61.88
4/26/2019 19:50,16.73,62.114
4/26/2019 19:55,16.73,62.114
4/26/2019 20:00,16.77,62.186
4/26/2019 20:05,16.77,62.186
4/26/2019 20:10,16.81,62.258
4/26/2019 20:15,16.86,62.348
4/26/2019 20:20,16.9,62.42
4/26/2019 20:25,16.9,62.42
4/26/2019 20:30,16.94,62.492
4/26/2019 20:35,16.94,62.492
4/26/2019 20:40,16.94,62.492
4/26/2019 20:45,16.94,62.492
4/26/2019 20:50,16.94,62.492
4/26/2019 20:55,16.94,62.492
4/26/2019 21:00,16.94,62.492
4/26/2019 21:05,16.99,62.582
4/26/2019 21:10,16.94,62.492
4/26/2019 21:15,16.94,62.492
4/26/2019 21:20,16.9,62.42
4/26/2019 21:25,16.86,62.348
4/26/2019 21:30,16.86,62.348
4/26/2019 21:35,16.86,62.348
4/26/2019 21:40,16.86,62.348
4/26/2019 21:45,16.86,62.348
4/26/2019 21:50,16.86,62.348
4/26/2019 21:55,16.86,62.348
4/26/2019 22:00,16.94,62.492
4/26/2019 22:05,16.94,62.492
4/26/2019 22:10,17.03,62.654
4/26/2019 22:15,17.11,62.798
4/26/2019 22:20,17.2,62.96
4/26/2019 22:25,17.29,63.122
4/26/2019 22:30,17.29,63.122
4/26/2019 22:35,17.24,63.032
4/26/2019 22:40,17.16,62.888
4/26/2019 22:45,17.11,62.798
4/26/2019 22:50,17.03,62.654
4/26/2019 22:55,16.99,62.582
4/26/2019 23:00,16.99,62.582
4/26/2019 23:05,16.99,62.582
4/26/2019 23:10,16.9,62.42
4/26/2019 23:15,16.9,62.42
4/26/2019 23:20,16.86,62.348
4/26/2019 23:25,16.81,62.258
4/26/2019 23:30,16.73,62.114
4/26/2019 23:35,16.73,62.114
4/26/2019 23:40,16.64,61.952
4/26/2019 23:45,16.64,61.952
4/26/2019 23:50,16.64,61.952
4/26/2019 23:55,16.6,61.88
4/27/2019 0:00,16.51,61.718
4/27/2019 0:05,16.51,61.718
4/27/2019 0:10,16.47,61.646
4/27/2019 0:15,16.47,61.646
4/27/2019 0:20,16.47,61.646
4/27/2019 0:25,16.43,61.574
4/27/2019 0:30,16.43,61.574
4/27/2019 0:35,16.39,61.502
4/27/2019 0:40,16.39,61.502
4/27/2019 0:45,16.34,61.412
4/27/2019 0:50,16.34,61.412
4/27/2019 0:55,16.3,61.34
4/27/2019 1:00,16.3,61.34
4/27/2019 1:05,16.21,61.178
4/27/2019 1:10,16.17,61.106
4/27/2019 1:15,16.21,61.178
4/27/2019 1:20,16.17,61.106
4/27/2019 1:25,16.13,61.034
4/27/2019 1:30,16.08,60.944
4/27/2019 1:35,16.04,60.872
4/27/2019 1:40,16,60.8
4/27/2019 1:45,15.96,60.728
4/27/2019 1:50,15.91,60.638
4/27/2019 1:55,15.87,60.566
4/27/2019 2:00,15.87,60.566
4/27/2019 2:05,15.83,60.494
4/27/2019 2:10,15.78,60.404
4/27/2019 2:15,15.7,60.26
4/27/2019 2:20,15.66,60.188
4/27/2019 2:25,15.66,60.188
4/27/2019 2:30,15.66,60.188
4/27/2019 2:35,15.57,60.026
4/27/2019 2:40,15.53,59.954
4/27/2019 2:45,15.53,59.954
4/27/2019 2:50,15.48,59.864
4/27/2019 2:55,15.4,59.72
4/27/2019 3:00,15.4,59.72
4/27/2019 3:05,15.36,59.648
4/27/2019 3:10,15.36,59.648
4/27/2019 3:15,15.31,59.558
4/27/2019 3:20,15.31,59.558
